0.18,2.30,0.31,-9.05,9.34
0.20,0.61,1.84,-5.67,6.00
0.22,0.61,1.15,-9.43,9.52
0.24,1.23,0.77,-9.05,9.16
0.26,0.54,0.46,-9.05,9.08
0.28,0.54,0.54,-8.51,8.55
0.30,1.07,0.23,-8.97,9.04
0.32,0.23,0.46,-9.43,9.45
0.34,-0.61,0.61,-9.28,9.32
0.36,-0.61,0.31,-9.13,9.15
0.38,0.54,-0.15,-10.12,10.14
0.40,1.76,2.07,-7.29,7.78
0.42,1.00,3.07,-7.90,8.53
0.44,-1.69,-0.23,-7.82,8.01
0.46,-2.45,1.46,-6.60,7.19
0.48,-0.08,0.08,-12.81,12.81
0.50,-1.15,0.15,-9.05,9.12
0.52,-1.46,-5.14,-23.24,23.84
0.54,-1.84,-2.53,-12.19,12.59
0.57,-1.07,0.15,-9.89,9.95
0.59,-1.23,-0.08,-10.89,10.96
0.61,-1.84,0.38,-9.74,9.92
0.63,-3.68,0.15,-9.89,10.56
0.65,-3.68,0.38,-9.66,10.35
0.68,-2.84,0.15,-10.58,10.96
0.70,-1.76,0.08,-10.35,10.50
0.72,-1.23,0.61,-8.97,9.08
0.74,-1.30,-0.61,-9.43,9.54
0.77,-4.06,-1.07,-8.36,9.36
0.79,0.00,3.83,-12.81,13.37
0.81,-0.08,0.61,-10.12,10.14
0.83,-0.61,-0.08,-7.90,7.92
0.86,-0.92,0.00,-9.74,9.78
0.88,-1.00,0.00,-8.44,8.49
0.90,9.36,6.21,-33.67,35.49
0.92,-2.45,-2.61,-12.04,12.56
0.95,-0.69,-0.23,-10.12,10.15
0.97,-0.61,-0.46,-9.89,9.92
1.00,0.08,1.53,-11.43,11.53
1.02,0.00,0.92,-10.05,10.09
1.04,5.06,2.30,11.73,12.98
1.06,0.00,0.77,-9.51,9.54
1.08,-2.15,1.46,-7.98,8.39
1.10,-3.07,0.61,-10.43,10.89
1.12,-0.54,0.23,-9.43,9.45
1.15,-0.38,0.31,-9.36,9.37
1.17,-0.46,0.08,-9.13,9.14
1.19,-0.69,0.00,-9.51,9.53
1.22,-0.84,0.08,-9.97,10.01
1.24,-0.69,0.15,-9.59,9.61
1.26,-0.54,0.00,-9.28,9.29
1.28,-0.54,-0.08,-9.74,9.75
1.30,-0.61,0.00,-9.59,9.61
1.33,-0.69,-0.23,-9.36,9.38
1.36,-0.46,-0.46,-8.82,8.84
1.38,-0.15,-0.61,-8.90,8.92
1.40,0.38,0.00,-8.90,8.90
1.42,-0.54,0.54,-9.59,9.62
1.44,-1.30,0.08,-9.59,9.67
1.47,-0.54,0.23,-10.35,10.37
1.49,-1.30,0.31,-10.05,10.14
1.51,-0.84,-0.15,-8.51,8.56
1.53,-0.84,1.30,-8.97,9.11
1.55,-1.15,0.84,-9.74,9.84
1.57,-0.54,-0.08,-9.66,9.68
1.59,-0.61,-0.38,-9.74,9.77
1.61,-0.54,-0.46,-9.82,9.84
1.63,-0.69,0.00,-9.89,9.92
1.66,-0.38,0.00,-9.43,9.44
1.68,-0.54,0.31,-9.74,9.76
1.70,-0.69,0.00,-9.66,9.69
1.72,-0.08,-1.38,-9.59,9.69
1.75,-1.46,1.00,-10.20,10.35
1.77,-1.07,0.54,-11.12,11.18
1.79,-1.23,-0.23,-9.36,9.44
1.82,-1.23,-0.08,-9.36,9.44
1.84,-0.69,1.23,-9.97,10.07
1.86,-0.69,0.77,-10.20,10.25
1.88,-0.15,-0.15,-9.74,9.74
1.90,-1.76,-1.07,-13.42,13.58
1.92,-2.22,-1.00,-9.89,10.19
1.94,-1.15,0.31,-9.82,9.89
1.96,-0.31,1.15,-9.36,9.43
1.98,-0.69,0.00,-9.51,9.53
2.00,-0.77,0.15,-9.59,9.62
2.03,-0.61,0.15,-9.66,9.68
2.05,-0.69,0.08,-9.59,9.61
2.07,-0.61,0.08,-9.36,9.38
2.09,-0.61,0.00,-9.43,9.45
2.11,-0.61,0.08,-9.59,9.61
2.14,-0.54,0.08,-9.59,9.60
2.16,-0.61,-0.08,-9.59,9.61
2.19,-0.61,0.00,-9.59,9.61
2.21,-0.69,0.08,-9.51,9.53
2.23,-0.61,0.15,-9.59,9.61
2.25,-0.54,0.15,-9.66,9.68
2.27,-0.61,0.08,-9.66,9.68
2.30,-0.54,0.08,-9.66,9.68
2.32,-0.61,0.23,-9.51,9.53
2.34,-0.54,0.08,-9.66,9.68
2.36,-0.54,0.08,-9.59,9.60
2.39,-0.61,0.00,-9.51,9.53
2.41,-0.54,0.23,-9.59,9.60
2.43,-0.61,0.15,-9.51,9.53
2.45,-0.54,0.08,-9.59,9.60
2.48,-0.54,0.00,-9.66,9.68
2.50,-0.54,0.08,-9.43,9.45
2.52,-0.61,0.08,-9.59,9.61
2.56,-0.69,0.08,-9.82,9.84
2.58,-0.61,0.08,-9.51,9.53
2.60,-0.61,0.15,-9.51,9.53
2.62,-0.69,0.15,-9.59,9.61
2.64,-0.54,0.00,-9.59,9.60
2.66,-0.61,-0.08,-9.59,9.61
2.68,-0.69,0.08,-9.59,9.61
2.70,-0.77,0.08,-9.51,9.54
2.73,-0.61,0.15,-9.59,9.61
2.75,-0.61,0.08,-9.59,9.61
2.77,-0.61,0.08,-9.43,9.45
2.79,-0.61,0.15,-9.59,9.61
2.81,-0.61,0.08,-9.59,9.61
2.83,-0.61,0.08,-9.66,9.68
2.85,-0.61,0.15,-9.74,9.76
2.87,-0.69,0.00,-9.59,9.61
2.89,-0.61,0.08,-9.59,9.61
2.92,-0.61,0.31,-9.51,9.53
2.95,-0.54,0.15,-9.59,9.60
2.97,-0.54,0.08,-9.66,9.68
2.99,-0.54,0.23,-9.59,9.60
3.01,-0.61,0.08,-9.59,9.61
3.03,-0.54,0.00,-9.59,9.60
3.05,-0.61,0.00,-9.59,9.61
3.08,-0.54,0.00,-9.59,9.60
3.10,-0.61,0.08,-9.59,9.61
3.12,-0.54,0.15,-9.51,9.53
3.14,-0.61,0.08,-9.59,9.61
3.16,-0.54,0.00,-9.59,9.60
3.18,-0.54,0.08,-9.66,9.68
3.21,-0.54,0.08,-9.74,9.75
3.23,-0.61,0.15,-9.59,9.61
3.25,-0.69,0.08,-9.59,9.61
3.27,-0.61,0.00,-9.59,9.61
3.29,-0.61,0.15,-9.43,9.45
3.31,-0.69,0.15,-9.66,9.69
3.33,-0.54,0.08,-9.59,9.60
3.36,-0.61,0.08,-9.59,9.61
3.38,-0.61,0.08,-9.59,9.61
3.41,-0.69,0.15,-9.51,9.54
3.43,-0.61,0.08,-9.51,9.53
3.45,-0.61,0.00,-9.59,9.61
3.47,-0.54,0.08,-9.66,9.68
3.49,-0.61,0.15,-9.51,9.53
3.51,-0.61,0.15,-9.59,9.61
3.53,-0.69,0.00,-9.66,9.69
3.56,-0.69,0.08,-9.66,9.69
3.58,-0.54,0.08,-9.66,9.68
3.60,-0.54,0.08,-9.66,9.68
3.62,-0.69,0.00,-9.66,9.69
3.64,-0.61,0.15,-9.59,9.61
3.66,-0.61,0.00,-9.59,9.61
3.68,-0.46,0.00,-9.59,9.60
3.70,-0.61,0.00,-9.66,9.68
3.72,-0.61,0.08,-9.59,9.61
3.76,-0.61,0.08,-9.59,9.61
3.78,-0.54,0.15,-9.59,9.60
3.80,-0.61,0.23,-9.66,9.68
3.83,-0.69,0.00,-9.66,9.69
3.85,-0.61,0.00,-9.66,9.68
3.87,-0.54,0.15,-9.59,9.60
3.89,-0.69,0.08,-9.43,9.46
3.91,-0.61,0.08,-9.59,9.61
3.93,-0.69,0.00,-9.51,9.53
3.95,-0.61,0.00,-9.51,9.53
3.97,-0.61,0.00,-9.74,9.76
3.99,-0.54,0.08,-9.51,9.52
4.02,-0.61,0.08,-9.43,9.45
4.04,-0.69,0.08,-9.51,9.53
4.06,-0.61,0.08,-9.59,9.61
4.08,-0.69,0.15,-9.59,9.61
4.10,-0.54,0.08,-9.59,9.60
4.12,-0.61,0.00,-9.51,9.53
4.15,-0.54,0.15,-9.59,9.60
4.18,-0.61,0.08,-9.66,9.68
4.20,-0.46,0.08,-9.59,9.60
4.22,-0.54,0.08,-9.66,9.68
4.24,-0.61,0.08,-9.51,9.53
4.26,-0.69,0.08,-9.66,9.69
4.28,-0.61,0.08,-9.66,9.68
4.30,-0.46,0.08,-9.51,9.52
4.32,-0.61,0.08,-9.59,9.61
4.34,-0.61,0.08,-9.59,9.61
4.37,-0.61,0.00,-9.59,9.61
4.39,-0.54,0.00,-9.59,9.60
4.41,-0.69,0.15,-9.59,9.61
4.43,-0.69,0.08,-9.59,9.61
4.45,-0.61,0.08,-9.66,9.68
4.47,-0.61,0.08,-9.59,9.61
4.49,-0.61,0.08,-9.59,9.61
4.51,-0.69,0.00,-9.59,9.61
4.54,-0.61,0.08,-9.59,9.61
4.57,-0.77,0.08,-9.51,9.54
4.59,-0.69,0.15,-9.43,9.46
4.61,-0.61,0.00,-9.59,9.61
4.63,-0.69,0.15,-9.59,9.61
4.65,-0.69,0.00,-9.51,9.53
4.67,-0.46,0.08,-9.43,9.44
4.69,-0.54,0.00,-9.66,9.68
4.72,-0.61,0.00,-9.59,9.61
4.74,-0.54,0.08,-9.43,9.45
4.76,-0.61,0.08,-9.66,9.68
4.78,-0.54,0.08,-9.51,9.52
4.80,-0.61,0.15,-9.51,9.53
4.82,-0.61,0.08,-9.66,9.68
4.84,-0.54,0.08,-9.66,9.68
4.86,-0.61,0.15,-9.59,9.61
4.88,-0.69,0.08,-9.43,9.46
4.91,-0.69,0.08,-9.51,9.53
4.93,-0.61,0.08,-9.66,9.68
4.96,-0.69,0.15,-9.66,9.69
4.98,-0.61,0.00,-9.66,9.68
5.01,-0.61,0.23,-9.36,9.38
5.03,-0.61,0.00,-9.59,9.61
5.05,-0.61,0.08,-9.59,9.61
5.07,-0.61,0.08,-9.51,9.53
5.09,-0.69,0.00,-9.59,9.61
5.11,-0.61,0.15,-9.51,9.53
5.13,-0.61,0.00,-9.59,9.61
5.15,-0.61,0.08,-9.43,9.45
5.18,-0.61,0.15,-9.51,9.53
5.20,-0.61,0.00,-9.51,9.53
5.22,-0.61,0.15,-9.51,9.53
5.24,-0.61,0.08,-9.51,9.53
5.26,-0.61,0.08,-9.43,9.45
5.28,-0.46,0.08,-9.59,9.60
5.30,-0.61,0.08,-9.51,9.53
5.32,-0.54,0.08,-9.51,9.52
5.35,-0.61,0.08,-9.66,9.68
5.38,-0.61,0.00,-9.74,9.76
5.40,-0.69,0.08,-9.51,9.53
5.42,-0.54,0.00,-9.66,9.68
5.44,-0.61,0.08,-9.66,9.68
5.46,-0.61,0.08,-9.51,9.53
5.48,-0.77,0.15,-9.51,9.54
5.50,-0.54,0.08,-9.51,9.52
5.52,-0.61,0.00,-9.59,9.61
5.55,-0.69,0.08,-9.51,9.53
5.57,-0.69,0.08,-9.51,9.53
5.59,-0.69,0.15,-9.51,9.54
5.61,-0.61,0.15,-9.59,9.61
5.63,-0.61,0.00,-9.66,9.68
5.65,-0.61,0.15,-9.59,9.61
5.67,-0.69,0.00,-9.51,9.53
5.69,-0.46,0.08,-9.59,9.60
5.72,-0.54,0.15,-9.51,9.53
5.75,-0.69,0.15,-9.59,9.61
5.77,-0.61,0.00,-9.59,9.61
5.79,-0.54,0.00,-9.59,9.60
5.81,-0.61,0.08,-9.51,9.53
5.83,-0.61,0.08,-9.59,9.61
5.85,-0.69,0.08,-9.51,9.53
5.87,-0.54,0.15,-9.59,9.60
5.89,-0.61,0.00,-9.66,9.68
5.92,-0.61,0.15,-9.51,9.53
5.94,-0.69,0.15,-9.51,9.54
5.96,-0.61,0.08,-9.59,9.61
5.98,-0.61,0.08,-9.59,9.61
6.00,-0.69,0.08,-9.66,9.69
6.02,-0.61,0.08,-9.59,9.61
6.04,-0.69,0.15,-9.59,9.61
6.07,-0.54,0.08,-9.59,9.60
6.09,-0.54,0.08,-9.66,9.68
6.11,-0.69,0.00,-9.59,9.61
6.13,-0.54,0.08,-9.59,9.60
6.16,-0.69,0.08,-9.59,9.61
6.18,-0.46,0.00,-9.59,9.60
6.20,-0.61,0.08,-9.59,9.61
