0.18,-6.67,0.31,-7.52,10.05
0.20,-6.44,-0.08,-6.90,9.44
0.22,-6.60,0.15,-7.21,9.77
0.24,-6.44,0.08,-7.52,9.90
0.26,-6.60,0.00,-7.29,9.83
0.28,-6.44,0.08,-7.06,9.55
0.30,-6.37,0.00,-7.21,9.62
0.32,-6.29,0.15,-6.98,9.40
0.34,-6.21,0.15,-6.67,9.12
0.36,-6.37,0.15,-7.44,9.79
0.38,-6.37,0.00,-6.98,9.45
0.40,-6.52,0.15,-7.36,9.83
0.42,-6.21,0.15,-6.98,9.34
0.44,-6.44,0.08,-7.21,9.67
0.46,-6.60,0.15,-7.13,9.72
0.47,-6.29,0.00,-7.13,9.51
0.49,-6.52,0.15,-7.21,9.72
0.51,-6.67,0.23,-7.75,10.23
0.54,-6.60,0.15,-7.82,10.23
0.56,-6.21,0.00,-6.98,9.34
0.58,-6.29,0.15,-7.06,9.45
0.61,-6.06,-0.08,-6.67,9.01
0.63,-6.37,0.00,-6.83,9.33
0.65,-6.60,0.15,-7.75,10.17
0.67,-6.37,0.08,-7.36,9.73
0.69,-6.52,0.15,-7.36,9.83
0.72,-6.44,0.08,-7.21,9.67
0.74,-6.44,0.15,-7.21,9.67
0.76,-6.37,0.00,-7.13,9.56
0.78,-6.60,0.15,-7.29,9.83
0.80,-6.67,0.15,-7.67,10.17
0.82,-6.75,0.15,-7.75,10.27
0.84,-6.29,0.00,-7.36,9.68
0.86,-6.60,0.23,-7.21,9.77
0.89,-6.29,0.15,-7.13,9.51
0.91,-6.44,0.23,-6.83,9.39
0.93,-6.67,0.15,-7.67,10.17
0.96,-6.52,0.31,-7.44,9.90
0.98,-6.37,0.23,-7.21,9.62
1.00,-6.37,-0.08,-7.36,9.73
1.02,-6.44,0.00,-6.75,9.33
1.05,-6.06,0.00,-7.52,9.65
1.07,-6.60,0.15,-7.67,10.12
1.09,-6.75,0.15,-7.82,10.33
1.11,-6.67,0.15,-7.90,10.34
1.13,-6.44,0.15,-7.82,10.13
1.15,-6.44,0.08,-7.21,9.67
1.17,-6.21,0.00,-6.83,9.23
1.20,-6.14,0.08,-7.13,9.41
1.22,-6.44,0.08,-7.36,9.78
1.24,-6.52,0.15,-7.52,9.95
1.26,-6.75,0.00,-7.59,10.16
1.28,-6.37,0.15,-7.29,9.68
1.30,-6.44,0.08,-7.52,9.90
1.32,-6.37,0.08,-6.90,9.39
1.35,-6.37,0.00,-6.98,9.45
1.37,-6.21,0.08,-7.36,9.63
1.39,-6.75,0.15,-7.98,10.45
1.42,-6.44,0.08,-7.44,9.84
1.44,-6.60,0.08,-7.29,9.83
1.46,-6.67,0.23,-7.44,10.00
1.48,-6.52,0.15,-7.21,9.72
1.51,-6.60,0.15,-7.90,10.29
1.53,-6.37,0.00,-7.67,9.97
1.55,-6.37,0.08,-7.59,9.91
1.57,-6.52,0.00,-7.36,9.83
1.59,-6.52,0.23,-6.75,9.39
1.61,-6.37,0.08,-6.90,9.39
1.64,-6.52,0.15,-7.29,9.78
1.66,-6.29,0.08,-7.52,9.80
1.68,-6.44,0.15,-7.36,9.78
1.70,-6.52,0.08,-7.67,10.07
1.73,-6.60,0.23,-7.44,9.94
1.76,-6.44,0.23,-7.98,10.25
1.78,-6.44,0.00,-7.21,9.67
1.80,-6.67,0.23,-7.44,10.00
1.82,-6.21,0.00,-6.83,9.23
1.85,-6.52,0.15,-7.44,9.89
1.87,-6.37,0.00,-7.06,9.50
1.89,-6.29,0.00,-6.98,9.39
1.91,-6.75,0.15,-7.52,10.10
1.93,-6.37,0.00,-7.06,9.50
1.95,-6.37,0.00,-7.06,9.50
1.97,-6.67,0.15,-7.44,9.99
2.00,-6.75,-0.15,-6.90,9.65
2.02,-6.44,0.00,-7.36,9.78
2.04,-6.67,0.23,-7.75,10.23
2.06,-6.06,0.00,-6.90,9.18
2.08,-6.37,0.08,-6.90,9.39
2.10,-6.52,0.08,-7.36,9.83
2.13,-6.37,0.08,-6.83,9.33
2.16,-6.37,0.15,-7.21,9.62
2.18,-6.60,0.00,-7.44,9.94
2.20,-6.52,0.15,-7.44,9.89
2.23,-6.14,0.00,-6.67,9.06
2.25,-6.37,0.08,-6.90,9.39
2.27,-6.21,0.15,-7.29,9.58
2.29,-6.44,0.08,-7.29,9.73
2.32,-6.67,0.15,-7.98,10.40
2.34,-6.44,0.08,-7.82,10.13
2.36,-6.52,0.15,-7.29,9.78
2.39,-6.14,0.00,-6.98,9.29
2.41,-6.37,0.15,-6.83,9.33
2.43,-6.44,0.08,-7.29,9.73
2.45,-6.75,0.23,-6.90,9.66
2.47,-6.37,0.08,-6.75,9.28
2.49,-6.29,0.08,-6.98,9.39
2.51,-6.37,0.08,-6.83,9.33
2.53,-6.14,0.15,-6.52,8.95
2.57,-6.52,0.31,-7.82,10.19
2.59,-6.21,0.08,-7.29,9.57
2.61,-6.83,0.23,-7.52,10.15
2.63,-6.60,0.15,-7.06,9.66
2.65,-6.29,0.08,-6.83,9.28
2.67,-6.44,0.23,-7.36,9.79
2.70,-6.29,0.08,-7.06,9.45
2.72,-6.60,0.15,-7.52,10.00
2.74,-6.44,0.15,-7.59,9.96
2.77,-6.52,0.08,-7.36,9.83
2.79,-6.14,0.00,-7.21,9.47
2.81,-6.60,0.23,-7.44,9.94
2.84,-6.37,0.00,-6.83,9.33
2.86,-6.52,0.08,-7.44,9.89
2.88,-6.60,0.23,-7.52,10.00
2.90,-6.52,0.08,-7.06,9.61
2.92,-6.52,0.08,-6.90,9.49
2.95,-6.37,0.00,-7.06,9.50
2.98,-6.44,0.08,-7.13,9.61
3.00,-6.60,0.15,-7.59,10.06
3.02,-6.75,0.23,-6.83,9.60
3.05,-6.75,0.31,-7.90,10.39
3.07,-6.67,0.08,-7.90,10.34
3.09,-6.21,0.08,-6.75,9.17
3.11,-6.52,0.08,-6.83,9.44
3.14,-6.37,0.00,-6.75,9.28
3.16,-6.52,0.15,-7.06,9.61
3.18,-6.83,0.31,-7.82,10.39
3.20,-6.21,0.08,-6.98,9.34
3.23,-6.60,0.15,-7.52,10.00
3.25,-6.60,0.23,-7.44,9.94
3.27,-6.06,0.00,-7.52,9.65
3.29,-6.37,0.08,-7.67,9.97
3.32,-6.60,0.00,-7.44,9.94
3.34,-6.60,0.08,-7.59,10.06
3.36,-6.52,0.15,-6.75,9.38
3.38,-6.21,0.00,-6.67,9.12
3.41,-6.75,0.15,-7.06,9.76
3.43,-6.29,0.08,-7.13,9.51
3.45,-6.52,0.08,-7.29,9.78
3.47,-6.60,0.00,-7.75,10.17
3.49,-6.21,0.15,-7.13,9.46
3.52,-6.29,0.08,-7.13,9.51
3.54,-6.37,0.08,-7.13,9.56
3.56,-6.29,0.15,-7.06,9.45
3.58,-6.44,0.08,-7.21,9.67
3.60,-6.52,0.15,-7.75,10.12
3.62,-6.60,0.08,-7.52,10.00
3.64,-6.52,0.08,-7.36,9.83
3.66,-6.52,0.15,-7.36,9.83
3.69,-6.44,0.08,-6.98,9.50
3.71,-6.37,0.08,-7.36,9.73
3.73,-6.44,0.08,-7.29,9.73
3.75,-6.52,0.08,-7.29,9.78
3.77,-6.44,0.00,-6.98,9.50
3.80,-6.44,0.08,-7.21,9.67
3.83,-6.37,0.15,-7.75,10.03
3.85,-6.60,0.23,-7.59,10.06
3.87,-6.52,0.15,-7.06,9.61
